"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AD10","2019-07-11 11:00:00","27.000","243.000","2.400","31.200","0.710","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","28.200",""
"C0Z180","2019-07-11 11:00:00","34.000","51.000","1.900","30.900","0.620","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.700",""
"C0K420","2019-07-11 11:00:00","42.000","248.000","2.700","30.400","0.790","1005.500","-99.000","8.500","-99.000","-99.000","-99.000","31.000","","24.800",""
"C0D540","2019-07-11 11:00:00","227.000","230.000","0.900","29.200","0.690","985.300","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0E590","2019-07-11 11:00:00","40.000","173.000","2.200","30.300","0.780","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","27.500",""
"C0Z330","2019-07-11 11:00:00","488.000","79.000","0.300","32.900","0.580","957.400","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","23.500",""
"C0R580","2019-07-11 11:00:00","10.000","91.000","2.500","25.000","1.000","1010.800","-99.000","76.500","-99.000","-99.000","-99.000","26.300","","24.700",""
"C0S810","2019-07-11 11:00:00","65.000","193.000","1.900","32.300","0.750","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.500",""
"C0V820","2019-07-11 11:00:00","441.000","226.000","0.300","25.100","0.940","964.800","-99.000","2.000","-99.000","-99.000","-99.000","28.600","","22.500",""
"C0K490","2019-07-11 11:00:00","91.000","210.000","2.200","32.600","0.630","999.600","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","24.700",""
"C0SA20","2019-07-11 11:00:00","857.000","235.000","2.200","26.300","0.750","917.200","-99.000","1.000","-99.000","-99.000","-99.000","26.800","","21.900",""
"CM0140","2019-07-11 11:00:00","26.000","224.000","1.400","30.400","0.730","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","27.500",""
"C0AC80","2019-07-11 11:00:00","40.000","13.000","0.400","34.200","0.560","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","26.100",""
"C0M810","2019-07-11 11:00:00","1354.000","206.000","0.700","22.800","0.840","867.100","-99.000","0.500","-99.000","-99.000","-99.000","23.400","","18.300",""
"C0R370","2019-07-11 11:00:00","55.000","0.000","0.100","29.000","-99.000","1006.300","-99.000","5.000","-99.000","-99.000","-99.000","29.000","","25.000",""
"C0I360","2019-07-11 11:00:00","300.000","248.000","1.200","30.800","0.650","976.200","-99.000","0.500","-99.000","-99.000","-99.000","30.800","","24.500",""
"C0C620","2019-07-11 11:00:00","19.000","238.000","2.800","31.500","0.660","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.600",""
"C0G790","2019-07-11 11:00:00","27.000","188.000","0.700","30.700","0.800","1009.600","-99.000","1.000","-99.000","-99.000","-99.000","30.800","","26.200",""
"C0M850","2019-07-11 11:00:00","695.000","0.000","0.000","24.800","0.970","934.600","-99.000","1.500","-99.000","-99.000","-99.000","27.300","","21.000",""
"C0UA20","2019-07-11 11:00:00","2619.000","206.000","3.200","16.200","0.770","740.300","-99.000","0.000","-99.000","-99.000","-99.000","16.200","","11.000",""
"C0F9V0","2019-07-11 11:00:00","525.000","188.000","2.300","27.700","0.820","954.900","-99.000","5.000","-99.000","-99.000","-99.000","28.100","","23.800",""
"C0T900","2019-07-11 11:00:00","160.000","109.000","1.300","33.500","0.570","990.200","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.000",""
"C0K440","2019-07-11 11:00:00","35.000","170.000","5.100","26.700","0.870","1006.600","-99.000","5.000","11.200","168.000","","30.700","","25.400",""
"C0Z250","2019-07-11 11:00:00","1124.000","0.000","0.000","26.300","0.770","890.100","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","20.000",""
"C0F0A0","2019-07-11 11:00:00","3587.000","-99.000","-99.000","10.300","0.840","666.700","-99.000","0.500","9.700","195.000","","13.200","","7.300",""
"C0G860","2019-07-11 11:00:00","45.000","192.000","1.300","31.300","0.710","1003.800","-99.000","7.500","-99.000","-99.000","-99.000","31.300","","25.900",""
"C0V790","2019-07-11 11:00:00","410.000","34.000","2.400","23.600","0.980","965.800","-99.000","12.500","-99.000","-99.000","-99.000","25.300","","23.000",""
"C0V740","2019-07-11 11:00:00","60.000","156.000","1.400","25.400","0.980","1006.400","-99.000","4.500","-99.000","-99.000","-99.000","27.100","","24.400",""
"C0Z200","2019-07-11 11:00:00","153.000","157.000","1.300","32.100","0.620","993.300","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","24.900",""
"C0K520","2019-07-11 11:00:00","10.000","173.000","2.000","29.500","0.780","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.800",""
"C0X250","2019-07-11 11:00:00","33.000","181.000","3.500","29.100","0.830","1007.700","-99.000","1.000","9.200","175.000","","32.300","","25.700",""
"C0S940","2019-07-11 11:00:00","150.000","184.000","1.200","32.700","0.680","992.500","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.900",""
"CM0110","2019-07-11 11:00:00","7.000","218.000","2.500","30.700","0.710","1009.700","-99.000","1.000","-99.000","-99.000","-99.000","30.700","","26.400",""
"C0A970","2019-07-11 11:00:00","96.000","117.000","0.900","33.600","0.680","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","27.300",""
"C0M700","2019-07-11 11:00:00","150.000","217.000","1.900","31.600","0.680","994.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.600",""
"C0U990","2019-07-11 11:00:00","31.000","74.000","2.000","33.300","0.630","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.700",""
"C0D590","2019-07-11 11:00:00","143.000","226.000","2.800","30.000","0.680","994.700","-99.000","0.000","10.300","273.000","","30.000","","26.700",""
"C0S790","2019-07-11 11:00:00","236.000","265.000","3.300","29.300","0.730","984.800","-99.000","1.000","8.400","282.000","","33.100","","23.600",""
"C0A570","2019-07-11 11:00:00","360.000","225.000","1.200","28.700","0.820","970.500","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.400",""
"C0M800","2019-07-11 11:00:00","440.000","176.000","0.300","26.700","0.980","963.200","-99.000","1.000","-99.000","-99.000","-99.000","26.900","","22.300",""
"C0E870","2019-07-11 11:00:00","34.000","206.000","2.000","31.000","0.610","1007.300","-99.000","0.000","10.800","210.000","","31.400","","28.500",""
"C0V490","2019-07-11 11:00:00","20.000","173.000","1.300","26.100","0.990","-99.000","-99.000","36.500","9.300","131.000","","26.900","","24.900",""
"C0M710","2019-07-11 11:00:00","15.000","185.000","3.400","27.700","0.810","1009.100","-99.000","1.500","11.400","211.000","","31.500","","26.100",""
"C0D570","2019-07-11 11:00:00","15.000","194.000","1.700","32.600","0.610","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.800",""
"C0S910","2019-07-11 11:00:00","212.000","336.000","1.400","27.900","0.860","988.000","-99.000","0.000","13.100","299.000","","28.300","","25.600",""
"C0M650","2019-07-11 11:00:00","20.000","196.000","5.100","28.400","0.720","1009.200","-99.000","14.500","13.300","216.000","","30.900","","25.000",""
"C0K280","2019-07-11 11:00:00","23.000","176.000","1.200","30.200","0.800","1010.200","-99.000","0.500","-99.000","-99.000","-99.000","31.200","","25.900",""
"C0X310","2019-07-11 11:00:00","9.000","154.000","2.400","24.700","0.980","1011.500","-99.000","22.000","9.500","251.000","","30.500","","24.600",""
"C0A9C0","2019-07-11 11:00:00","35.000","352.000","2.400","33.100","0.610","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","27.600",""
"C0V810","2019-07-11 11:00:00","32.000","163.000","4.600","25.800","0.980","1007.100","-99.000","65.500","-99.000","-99.000","-99.000","26.800","","24.100",""
"C0E730","2019-07-11 11:00:00","26.000","198.000","1.300","32.300","0.560","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.800",""
"C0V770","2019-07-11 11:00:00","26.000","91.000","0.500","25.300","0.960","1008.700","-99.000","35.500","-99.000","-99.000","-99.000","27.000","","24.300",""
"C0UA10","2019-07-11 11:00:00","1711.000","0.000","0.100","21.300","1.000","833.200","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","16.100",""
"C0M640","2019-07-11 11:00:00","155.000","221.000","3.700","31.000","0.680","993.200","-99.000","0.500","-99.000","-99.000","-99.000","31.700","","25.800",""
"C0S660","2019-07-11 11:00:00","794.000","100.000","1.700","27.800","0.660","924.300","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","21.100",""
"C0AD40","2019-07-11 11:00:00","32.000","220.000","2.000","32.800","0.560","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.500",""
"C0UA00","2019-07-11 11:00:00","392.000","346.000","1.500","35.200","0.790","967.700","-99.000","0.000","-99.000","-99.000","-99.000","35.200","","24.000",""
"C0I080","2019-07-11 11:00:00","536.000","328.000","0.400","28.700","0.660","954.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","22.100",""
"C0UA30","2019-07-11 11:00:00","1397.000","79.000","1.100","23.200","0.910","861.900","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","18.600",""
"C0Z270","2019-07-11 11:00:00","343.000","131.000","2.100","29.300","0.750","972.400","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.200",""
"C0G750","2019-07-11 11:00:00","31.000","215.000","1.700","31.700","0.740","1007.700","-99.000","0.500","-99.000","-99.000","-99.000","31.700","","25.700",""
"C0A550","2019-07-11 11:00:00","422.000","0.000","0.000","30.900","0.770","964.100","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","22.600",""
"C0G830","2019-07-11 11:00:00","27.000","227.000","4.900","30.800","0.900","1005.900","-99.000","1.500","-99.000","-99.000","-99.000","31.000","","25.800",""
"C0E810","2019-07-11 11:00:00","53.000","171.000","1.900","30.000","0.770","1004.500","-99.000","0.500","7.200","196.000","","30.000","","26.200",""
"C0D580","2019-07-11 11:00:00","120.000","0.000","0.200","28.900","0.710","995.900","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.300",""
"C0M660","2019-07-11 11:00:00","40.000","271.000","2.100","28.800","0.800","1006.700","-99.000","9.500","-99.000","-99.000","-99.000","31.100","","24.400",""
"C0K330","2019-07-11 11:00:00","38.000","259.000","1.700","29.000","0.780","1005.700","-99.000","5.500","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0E830","2019-07-11 11:00:00","37.000","168.000","2.600","30.800","0.670","1005.200","-99.000","0.000","8.400","166.000","","30.800","","28.000",""
"C0R420","2019-07-11 11:00:00","504.000","63.000","2.100","24.700","-99.000","950.800","-99.000","13.500","-99.000","-99.000","-99.000","25.100","","22.200",""
"C0X290","2019-07-11 11:00:00","10.000","142.000","1.000","24.800","0.970","1010.400","-99.000","14.000","13.300","202.000","","31.400","","24.800",""
"C0U760","2019-07-11 11:00:00","22.000","117.000","1.300","33.000","0.600","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","25.400",""
"C0U780","2019-07-11 11:00:00","15.000","78.000","2.200","31.500","0.650","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","27.800",""
"C0H9C0","2019-07-11 11:00:00","3402.000","338.000","0.600","10.100","1.000","679.700","-99.000","1.000","-99.000","-99.000","-99.000","10.200","","7.600",""
"C0V650","2019-07-11 11:00:00","28.000","111.000","3.300","25.900","1.000","1010.000","-99.000","18.500","8.800","137.000","","27.300","","24.600",""
"C0K470","2019-07-11 11:00:00","97.000","222.000","1.600","32.100","0.710","999.100","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.100",""
"C0T9N0","2019-07-11 11:00:00","261.000","266.000","1.400","32.200","0.570","980.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.800",""
"C0Z070","2019-07-11 11:00:00","247.000","158.000","0.300","32.200","0.590","982.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.700",""
"C0Z280","2019-07-11 11:00:00","224.000","80.000","1.100","33.100","0.620","985.100","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.600",""
"C0SA40","2019-07-11 11:00:00","200.000","142.000","1.200","32.500","0.560","987.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0V440","2019-07-11 11:00:00","27.000","111.000","0.900","24.900","0.950","1008.100","-99.000","56.500","6.500","14.000","","25.300","","24.000",""
"C0R490","2019-07-11 11:00:00","49.000","41.000","3.400","24.400","1.000","1006.000","-99.000","63.500","-99.000","-99.000","-99.000","26.200","","24.300",""
"C0B010","2019-07-11 11:00:00","38.000","314.000","2.400","33.700","0.590","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","27.000",""
"C0X230","2019-07-11 11:00:00","29.000","193.000","3.300","27.000","0.870","1009.800","-99.000","1.500","11.200","159.000","","30.900","","25.200",""
"C0S770","2019-07-11 11:00:00","375.000","284.000","0.500","28.400","0.840","968.200","-99.000","0.500","-99.000","-99.000","-99.000","30.700","","23.100",""
"C0H890","2019-07-11 11:00:00","440.000","325.000","2.000","28.600","0.680","961.600","-99.000","0.500","-99.000","-99.000","-99.000","28.600","","23.000",""
"C0K480","2019-07-11 11:00:00","56.000","206.000","3.600","32.100","0.660","1003.600","-99.000","4.500","-99.000","-99.000","-99.000","32.200","","25.300",""
"C0R540","2019-07-11 11:00:00","17.000","347.000","2.200","26.400","0.940","1009.900","-99.000","31.500","-99.000","-99.000","-99.000","27.200","","25.600",""
"C0Z160","2019-07-11 11:00:00","124.000","216.000","1.100","33.000","0.540","996.700","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","18.900",""
"C0AH50","2019-07-11 11:00:00","275.000","245.000","3.100","30.500","0.820","979.000","-99.000","0.000","9.900","242.000","","30.900","","26.800",""
"C0F850","2019-07-11 11:00:00","379.000","224.000","1.300","27.700","0.810","968.200","-99.000","5.000","-99.000","-99.000","-99.000","28.400","","24.100",""
"C0G800","2019-07-11 11:00:00","15.000","226.000","5.500","30.100","0.810","1008.300","-99.000","1.500","-99.000","-99.000","-99.000","30.300","","26.000",""
"C0U890","2019-07-11 11:00:00","116.000","99.000","2.300","32.500","0.610","997.600","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.800",""
"C0F860","2019-07-11 11:00:00","2215.000","216.000","1.800","18.200","0.960","783.300","-99.000","0.000","-99.000","-99.000","-99.000","19.800","","15.200",""
"CM0170","2019-07-11 11:00:00","106.000","259.000","1.800","30.400","0.720","999.200","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","23.800",""
"C0B020","2019-07-11 11:00:00","86.000","87.000","4.400","31.000","0.990","998.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","27.200",""
"C0I390","2019-07-11 11:00:00","1184.000","248.000","1.800","23.900","0.750","886.600","-99.000","0.500","-99.000","-99.000","-99.000","24.500","","18.400",""
"C0T9D0","2019-07-11 11:00:00","7.000","78.000","0.300","32.200","0.760","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","25.100",""
"C0E520","2019-07-11 11:00:00","320.000","208.000","1.300","27.300","0.920","975.700","-99.000","1.500","-99.000","-99.000","-99.000","29.000","","23.400",""
"C0C460","2019-07-11 11:00:00","482.000","0.000","0.000","29.100","0.700","957.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","22.400",""
"C0O930","2019-07-11 11:00:00","69.000","213.000","1.000","27.000","0.970","1004.000","-99.000","1.000","-99.000","-99.000","-99.000","29.800","","24.300",""
"C0T870","2019-07-11 11:00:00","135.000","135.000","0.800","30.700","0.670","994.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","23.500",""
"C0A920","2019-07-11 11:00:00","196.000","273.000","1.900","28.400","0.970","987.800","-99.000","1.500","-99.000","-99.000","-99.000","31.800","","26.800",""
"C0A940","2019-07-11 11:00:00","49.000","0.000","0.200","27.700","0.930","1004.900","-99.000","1.000","-99.000","-99.000","-99.000","32.000","","26.300",""
"C0S740","2019-07-11 11:00:00","289.000","187.000","1.300","31.700","0.600","977.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.500",""
"C0U980","2019-07-11 11:00:00","573.000","136.000","1.800","31.300","0.730","947.900","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.800",""
"C0AH70","2019-07-11 11:00:00","34.000","272.000","2.800","33.300","0.500","1006.100","-99.000","0.000","8.700","234.000","","34.000","","28.800",""
"C0M760","2019-07-11 11:00:00","40.000","200.000","4.100","27.600","0.950","1006.700","-99.000","5.500","10.000","188.000","","32.500","","25.800",""
"C0O950","2019-07-11 11:00:00","4.000","227.000","0.400","26.100","0.940","1010.900","-99.000","15.000","-99.000","-99.000","-99.000","31.500","","25.300",""
"C0F9A0","2019-07-11 11:00:00","425.000","91.000","1.100","29.200","0.840","963.200","-99.000","4.000","-99.000","-99.000","-99.000","29.200","","24.100",""
"C0A9F0","2019-07-11 11:00:00","35.000","306.000","1.300","33.600","0.590","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","28.400",""
"C0I460","2019-07-11 11:00:00","110.000","170.000","1.600","30.800","0.700","998.400","-99.000","3.000","-99.000","-99.000","-99.000","30.800","","25.900",""
"C0W160","2019-07-11 11:00:00","49.000","235.000","8.100","25.700","0.940","1000.800","-99.000","1.500","-99.000","-99.000","-99.000","26.300","","24.200",""
"C0E420","2019-07-11 11:00:00","19.000","174.000","2.300","31.500","0.590","1005.700","-99.000","0.000","7.400","171.000","","31.500","","27.700",""
"C0I010","2019-07-11 11:00:00","1562.000","298.000","1.600","22.800","0.810","849.600","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","17.800",""
"C0F930","2019-07-11 11:00:00","100.000","168.000","1.400","32.100","0.810","999.200","-99.000","0.500","-99.000","-99.000","-99.000","32.100","","27.600",""
"C0X180","2019-07-11 11:00:00","62.000","156.000","1.600","25.800","0.990","1004.100","-99.000","4.500","8.500","209.000","","30.000","","24.700",""
"C0ACA0","2019-07-11 11:00:00","25.000","269.000","2.400","32.300","0.560","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","28.400",""
"C0X260","2019-07-11 11:00:00","39.000","196.000","4.700","30.400","0.780","1007.000","-99.000","2.000","10.500","195.000","","32.000","","25.700",""
"C0K500","2019-07-11 11:00:00","12.000","190.000","0.700","29.100","0.760","1008.200","-99.000","0.500","-99.000","-99.000","-99.000","30.900","","25.500",""
"CM0010","2019-07-11 11:00:00","68.000","5.000","0.500","32.700","-99.000","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.800",""
"C0O990","2019-07-11 11:00:00","18.000","153.000","2.600","25.400","0.990","1009.400","-99.000","15.000","8.600","189.000","","30.200","","24.300",""
"C0E430","2019-07-11 11:00:00","258.000","194.000","2.300","29.000","0.660","984.300","-99.000","0.000","11.200","209.000","","31.800","","24.100",""
"C0D390","2019-07-11 11:00:00","146.000","292.000","0.400","31.100","0.680","991.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.800",""
"C0T9F0","2019-07-11 11:00:00","251.000","114.000","0.500","32.400","0.680","982.900","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.200",""
"C0R350","2019-07-11 11:00:00","35.000","224.000","2.300","30.700","-99.000","1006.600","-99.000","1.500","-99.000","-99.000","-99.000","30.700","","27.200",""
"C0K550","2019-07-11 11:00:00","15.000","208.000","2.200","31.900","0.740","1009.200","-99.000","3.500","-99.000","-99.000","-99.000","32.000","","25.600",""
"C0C670","2019-07-11 11:00:00","250.000","236.000","2.300","31.000","0.610","982.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.800",""
"C0UA60","2019-07-11 11:00:00","566.000","61.000","1.400","30.900","0.670","948.000","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","23.700",""
"C0V720","2019-07-11 11:00:00","15.000","54.000","1.800","26.100","0.990","-99.000","-99.000","49.500","-99.000","-99.000","-99.000","26.800","","25.100",""
"C0C480","2019-07-11 11:00:00","105.000","269.000","1.500","32.900","0.530","997.700","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","28.000",""
"C0S900","2019-07-11 11:00:00","27.000","202.000","4.100","29.700","0.780","1009.600","-99.000","0.000","10.000","213.000","","30.000","","27.800",""
"C0SA00","2019-07-11 11:00:00","466.000","294.000","0.600","26.200","0.910","958.500","-99.000","4.000","-99.000","-99.000","-99.000","29.400","","22.400",""
"C0G730","2019-07-11 11:00:00","27.000","202.000","2.700","30.000","0.870","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.000",""
"C0Z300","2019-07-11 11:00:00","182.000","0.000","0.000","32.700","0.640","990.200","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.500",""
"C0H9A0","2019-07-11 11:00:00","1595.000","102.000","0.700","21.800","0.990","847.100","-99.000","1.000","-99.000","-99.000","-99.000","24.300","","16.800",""
"C0S840","2019-07-11 11:00:00","22.000","164.000","1.400","29.300","0.860","1009.900","-99.000","3.500","-99.000","-99.000","-99.000","31.800","","25.300",""
"C0Z150","2019-07-11 11:00:00","27.000","124.000","4.000","30.400","0.780","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.100",""
"C0W170","2019-07-11 11:00:00","42.000","22.000","3.200","24.300","0.940","1004.400","-99.000","7.500","-99.000","-99.000","-99.000","25.100","","22.900",""
"C0E540","2019-07-11 11:00:00","32.000","187.000","1.300","31.600","0.670","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","27.400",""
"C0D660","2019-07-11 11:00:00","65.000","232.000","3.600","30.800","0.650","1002.300","-99.000","0.000","9.600","242.000","","31.700","","27.000",""
"C0U650","2019-07-11 11:00:00","442.000","77.000","1.500","31.700","0.630","961.400","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.100",""
"C0G810","2019-07-11 11:00:00","26.000","220.000","1.800","31.000","-99.000","1005.200","-99.000","1.500","-99.000","-99.000","-99.000","31.000","","25.800",""
"C0F9Z0","2019-07-11 11:00:00","3193.000","77.000","1.200","11.800","0.950","699.100","-99.000","0.000","-99.000","-99.000","-99.000","15.100","","8.900",""
"C0M410","2019-07-11 11:00:00","245.000","200.000","1.000","29.500","0.910","980.100","-99.000","1.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0I410","2019-07-11 11:00:00","180.000","230.000","1.500","30.100","0.690","989.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.500",""
"C0K250","2019-07-11 11:00:00","12.000","202.000","2.400","30.900","0.800","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0AH80","2019-07-11 11:00:00","68.000","258.000","2.000","33.300","0.610","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.400",""
"C0V640","2019-07-11 11:00:00","35.000","87.000","2.000","26.100","0.960","1007.700","-99.000","10.000","-99.000","-99.000","-99.000","29.500","","25.200",""
"C0S920","2019-07-11 11:00:00","98.000","286.000","3.100","30.300","0.660","994.100","-99.000","0.500","-99.000","-99.000","-99.000","31.600","","24.800",""
"C0S830","2019-07-11 11:00:00","288.000","135.000","1.500","34.800","0.540","978.900","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","26.200",""
"C0V800","2019-07-11 11:00:00","256.000","347.000","0.300","24.700","0.960","981.600","-99.000","10.500","-99.000","-99.000","-99.000","27.400","","23.700",""
"C0K410","2019-07-11 11:00:00","20.000","174.000","2.500","29.000","0.800","1007.800","-99.000","6.000","11.300","161.000","","31.100","","25.000",""
"C0F000","2019-07-11 11:00:00","273.000","158.000","0.700","29.000","0.970","978.900","-99.000","0.500","-99.000","-99.000","-99.000","29.300","","24.000",""
"C0W150","2019-07-11 11:00:00","42.000","239.000","3.000","27.200","0.970","1005.000","-99.000","0.500","9.800","237.000","","27.200","","26.100",""
"C0AH90","2019-07-11 11:00:00","660.000","87.000","0.400","30.400","0.700","939.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.700",""
"C0F9K0","2019-07-11 11:00:00","30.000","168.000","3.400","30.900","0.700","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.200",""
"C0H990","2019-07-11 11:00:00","3076.000","213.000","5.900","10.300","0.990","708.900","-99.000","0.500","-99.000","-99.000","-99.000","11.000","","8.200",""
"C0V260","2019-07-11 11:00:00","126.000","205.000","1.200","25.900","0.930","998.000","-99.000","2.500","-99.000","-99.000","-99.000","28.700","","24.600",""
"C0S970","2019-07-11 11:00:00","19.000","202.000","3.200","32.600","0.610","1007.700","-99.000","1.000","-99.000","-99.000","-99.000","32.700","","25.600",""
"C0U940","2019-07-11 11:00:00","25.000","84.000","1.500","34.300","0.600","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","26.500",""
"C0A860","2019-07-11 11:00:00","362.000","41.000","0.500","30.600","0.740","969.500","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.400",""
"C0I480","2019-07-11 11:00:00","2165.000","13.000","1.000","15.600","0.980","790.900","-99.000","0.000","-99.000","-99.000","-99.000","18.200","","13.600",""
"CM0150","2019-07-11 11:00:00","11.000","217.000","1.200","30.800","0.700","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","26.000",""
"C0X080","2019-07-11 11:00:00","2.000","153.000","1.100","25.000","0.990","1011.400","-99.000","9.000","10.600","157.000","","31.700","","25.000",""
"C0AH00","2019-07-11 11:00:00","38.000","295.000","2.200","32.600","0.650","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.300",""
"C0V700","2019-07-11 11:00:00","24.000","248.000","3.800","26.300","0.940","1008.300","-99.000","34.000","-99.000","-99.000","-99.000","27.400","","24.600",""
"C0AD00","2019-07-11 11:00:00","86.000","194.000","1.700","28.900","0.990","1000.700","-99.000","0.000","7.400","331.000","","31.600","","27.300",""
"C0O900","2019-07-11 11:00:00","9.000","164.000","2.400","26.300","0.990","1010.800","-99.000","4.500","9.000","193.000","","31.400","","25.100",""
"C0R570","2019-07-11 11:00:00","37.000","7.000","2.100","24.400","1.000","1006.900","-99.000","84.000","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0AG90","2019-07-11 11:00:00","25.000","256.000","1.200","33.600","0.550","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","28.500",""
"C0V760","2019-07-11 11:00:00","30.000","94.000","1.900","25.500","1.000","1008.700","-99.000","58.500","8.600","164.000","","27.400","","24.700",""
"C0T9I0","2019-07-11 11:00:00","152.000","182.000","2.800","29.100","0.700","993.700","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.600",""
"C0O980","2019-07-11 11:00:00","18.000","143.000","2.000","25.700","0.990","1010.600","-99.000","5.000","7.100","183.000","","31.700","","24.500",""
"C0R270","2019-07-11 11:00:00","51.000","277.000","3.500","25.700","1.000","1004.300","-99.000","-99.000","-99.000","-99.000","-99.000","27.700","","24.200",""
"C0T9H0","2019-07-11 11:00:00","725.000","95.000","1.900","33.700","0.600","932.000","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","22.700",""
"C0A660","2019-07-11 11:00:00","97.000","49.000","1.400","31.200","0.880","998.100","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","25.900",""
"C0A890","2019-07-11 11:00:00","40.000","0.000","0.100","33.800","0.650","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","25.300",""
"C0O840","2019-07-11 11:00:00","134.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
