"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G730","2019-07-11 02:00:00","27.000","180.000","2.200","26.400","0.950","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0V730","2019-07-11 02:00:00","33.000","198.000","0.400","25.000","0.990","1005.600","-99.000","1.500","-99.000","-99.000","-99.000","25.100","","24.900",""
"C0SA00","2019-07-11 02:00:00","466.000","301.000","2.200","22.600","0.980","955.400","-99.000","0.500","-99.000","-99.000","-99.000","23.700","","22.600",""
"C0S900","2019-07-11 02:00:00","27.000","213.000","4.700","28.500","0.830","1007.100","-99.000","0.000","13.000","215.000","","28.500","","27.800",""
"C0C480","2019-07-11 02:00:00","105.000","0.000","0.000","28.700","0.750","994.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.700",""
"C0V720","2019-07-11 02:00:00","15.000","294.000","1.400","25.500","0.990","-99.000","-99.000","15.500","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0UA60","2019-07-11 02:00:00","566.000","222.000","1.700","24.200","0.860","945.800","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0A980","2019-07-11 02:00:00","11.000","0.000","0.000","28.300","0.820","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.300",""
"C0C670","2019-07-11 02:00:00","250.000","155.000","0.500","26.400","0.820","978.900","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.200",""
"C0K550","2019-07-11 02:00:00","15.000","163.000","1.200","26.200","0.900","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","26.000",""
"C0R350","2019-07-11 02:00:00","35.000","219.000","2.900","28.000","-99.000","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.700",""
"C0T9F0","2019-07-11 02:00:00","251.000","311.000","0.400","25.400","0.840","980.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0D390","2019-07-11 02:00:00","146.000","0.000","0.000","25.400","0.940","988.500","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0E430","2019-07-11 02:00:00","258.000","0.000","0.000","24.800","0.870","980.600","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","24.800",""
"C0O990","2019-07-11 02:00:00","18.000","156.000","2.700","24.600","0.990","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.300",""
"CM0010","2019-07-11 02:00:00","68.000","0.000","0.000","27.500","-99.000","999.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"C0K500","2019-07-11 02:00:00","12.000","182.000","3.200","26.100","0.890","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.100",""
"C0X260","2019-07-11 02:00:00","39.000","184.000","2.300","25.800","0.920","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.700",""
"C0ACA0","2019-07-11 02:00:00","25.000","72.000","1.500","28.900","0.740","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.900",""
"C0X180","2019-07-11 02:00:00","62.000","102.000","2.600","24.800","0.990","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.700",""
"C0F930","2019-07-11 02:00:00","100.000","148.000","0.400","27.600","0.980","995.700","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.600",""
"C0I010","2019-07-11 02:00:00","1562.000","99.000","1.400","18.100","0.880","847.100","-99.000","0.000","-99.000","-99.000","-99.000","19.100","","17.800",""
"C0R190","2019-07-11 02:00:00","32.000","278.000","0.500","25.100","0.990","1004.700","-99.000","2.500","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0E420","2019-07-11 02:00:00","19.000","272.000","0.600","28.800","0.700","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.600",""
"C0W160","2019-07-11 02:00:00","49.000","222.000","3.600","26.000","0.970","998.300","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.900",""
"C0I460","2019-07-11 02:00:00","110.000","220.000","1.300","26.600","0.900","995.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0A9F0","2019-07-11 02:00:00","35.000","76.000","1.100","29.000","0.880","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","28.900",""
"C0F9A0","2019-07-11 02:00:00","425.000","117.000","0.500","24.800","0.890","960.100","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0O950","2019-07-11 02:00:00","4.000","147.000","1.000","25.400","0.940","1007.200","-99.000","2.000","-99.000","-99.000","-99.000","26.400","","25.300",""
"C0M760","2019-07-11 02:00:00","40.000","174.000","1.600","26.100","0.990","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.900",""
"C0AH70","2019-07-11 02:00:00","34.000","62.000","0.700","29.400","0.690","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","29.100",""
"C0V250","2019-07-11 02:00:00","298.000","19.000","1.300","23.600","0.990","976.700","-99.000","1.000","-99.000","-99.000","-99.000","24.000","","23.600",""
"C0U980","2019-07-11 02:00:00","573.000","165.000","1.400","23.200","0.980","945.000","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0S740","2019-07-11 02:00:00","289.000","322.000","0.400","25.400","0.870","976.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.200",""
"C0A940","2019-07-11 02:00:00","49.000","0.000","0.000","26.500","0.920","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.500",""
"C0A920","2019-07-11 02:00:00","196.000","0.000","0.100","27.300","0.890","984.700","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.000",""
"C0T870","2019-07-11 02:00:00","135.000","0.000","0.000","23.900","0.970","992.400","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.800",""
"C0O930","2019-07-11 02:00:00","69.000","56.000","0.300","24.600","1.000","1001.400","-99.000","0.500","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0C460","2019-07-11 02:00:00","482.000","0.000","0.000","24.600","0.850","954.300","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.600",""
"C0M700","2019-07-11 02:00:00","150.000","130.000","0.400","25.300","0.900","992.000","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.200",""
"C0A970","2019-07-11 02:00:00","96.000","339.000","2.400","27.800","0.830","997.200","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"CM0110","2019-07-11 02:00:00","7.000","199.000","0.700","27.100","0.810","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.600",""
"C0S940","2019-07-11 02:00:00","150.000","284.000","1.400","27.400","0.750","990.300","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0X250","2019-07-11 02:00:00","33.000","177.000","1.200","26.300","0.930","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0K520","2019-07-11 02:00:00","10.000","174.000","3.000","25.800","0.900","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0Z200","2019-07-11 02:00:00","153.000","159.000","0.300","25.300","0.990","991.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0V740","2019-07-11 02:00:00","60.000","179.000","0.900","24.600","1.000","1003.300","-99.000","1.500","-99.000","-99.000","-99.000","24.700","","24.500",""
"C0V790","2019-07-11 02:00:00","410.000","35.000","2.800","23.300","0.990","963.200","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.300",""
"C0G860","2019-07-11 02:00:00","45.000","163.000","1.100","28.600","0.740","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.400",""
"C0F0A0","2019-07-11 02:00:00","3587.000","-99.000","-99.000","8.000","0.780","664.900","-99.000","0.500","8.300","214.000","","9.300","","7.300",""
"C0Z250","2019-07-11 02:00:00","1124.000","248.000","0.300","20.300","0.980","887.900","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","20.000",""
"C0K440","2019-07-11 02:00:00","35.000","165.000","3.400","26.700","0.870","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0T900","2019-07-11 02:00:00","160.000","273.000","0.800","26.400","0.720","988.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0F9V0","2019-07-11 02:00:00","525.000","190.000","2.900","24.100","0.910","951.300","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.000",""
"C0UA20","2019-07-11 02:00:00","2619.000","212.000","5.500","12.100","1.000","738.000","-99.000","0.000","-99.000","-99.000","-99.000","12.200","","12.100",""
"C0M850","2019-07-11 02:00:00","695.000","0.000","0.000","21.800","0.990","932.400","-99.000","0.500","-99.000","-99.000","-99.000","22.200","","21.800",""
"C0G790","2019-07-11 02:00:00","27.000","0.000","0.000","27.400","0.900","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","27.100",""
"C0C620","2019-07-11 02:00:00","19.000","202.000","0.500","27.400","0.810","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.400",""
"C0I360","2019-07-11 02:00:00","300.000","86.000","1.900","25.300","0.910","974.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.200",""
"C0R370","2019-07-11 02:00:00","55.000","0.000","0.100","25.800","-99.000","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.000",""
"C0M810","2019-07-11 02:00:00","1354.000","200.000","0.800","18.500","0.960","865.000","-99.000","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0AC80","2019-07-11 02:00:00","40.000","0.000","0.100","26.600","0.900","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.600",""
"CM0140","2019-07-11 02:00:00","26.000","359.000","0.700","28.300","0.710","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.900",""
"C0SA20","2019-07-11 02:00:00","857.000","301.000","2.300","24.700","0.650","914.500","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.500",""
"C0K490","2019-07-11 02:00:00","91.000","189.000","1.200","26.400","0.850","997.500","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0V820","2019-07-11 02:00:00","441.000","34.000","0.400","23.000","0.990","962.500","-99.000","0.500","-99.000","-99.000","-99.000","23.200","","23.000",""
"C0S810","2019-07-11 02:00:00","65.000","344.000","1.100","26.800","0.860","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.000",""
"C0R580","2019-07-11 02:00:00","10.000","336.000","0.900","24.700","1.000","1007.600","-99.000","14.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0Z330","2019-07-11 02:00:00","488.000","327.000","1.000","24.300","0.950","955.500","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.300",""
"C0E590","2019-07-11 02:00:00","40.000","183.000","2.800","28.600","0.790","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.100",""
"C0D540","2019-07-11 02:00:00","227.000","0.000","0.000","24.800","0.910","981.900","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0K420","2019-07-11 02:00:00","42.000","174.000","1.500","26.300","0.870","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0Z180","2019-07-11 02:00:00","34.000","293.000","0.400","27.100","0.770","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.100",""
"C0AD10","2019-07-11 02:00:00","27.000","274.000","1.300","29.500","0.680","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","29.300",""
"C0M720","2019-07-11 02:00:00","225.000","119.000","1.800","25.600","0.840","983.100","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.100",""
"C0V450","2019-07-11 02:00:00","51.000","343.000","1.000","24.500","0.990","1002.800","-99.000","7.000","-99.000","-99.000","-99.000","24.500","","24.200",""
"C0R280","2019-07-11 02:00:00","242.000","286.000","0.500","24.800","-99.000","981.200","-99.000","13.500","-99.000","-99.000","-99.000","26.700","","23.400",""
"C0E610","2019-07-11 02:00:00","850.000","209.000","0.400","23.300","0.760","915.600","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0V610","2019-07-11 02:00:00","22.000","115.000","1.000","24.500","1.000","1006.100","-99.000","4.500","-99.000","-99.000","-99.000","24.700","","24.400",""
"C0Z310","2019-07-11 02:00:00","59.000","335.000","0.700","27.800","1.000","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.800",""
"C0S700","2019-07-11 02:00:00","507.000","183.000","1.700","23.100","0.880","952.500","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.000",""
"C0T9G0","2019-07-11 02:00:00","605.000","0.000","0.000","24.200","0.990","944.200","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0U520","2019-07-11 02:00:00","517.000","234.000","0.800","23.500","0.990","953.100","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.300",""
"C0E750","2019-07-11 02:00:00","62.000","227.000","4.900","29.500","0.660","998.600","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.500",""
"C0R400","2019-07-11 02:00:00","15.000","117.000","0.500","25.400","-99.000","1007.400","-99.000","18.000","-99.000","-99.000","-99.000","29.300","","25.400",""
"C0G660","2019-07-11 02:00:00","27.000","139.000","1.700","26.000","0.920","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.800",""
"C0W140","2019-07-11 02:00:00","21.000","212.000","2.900","26.100","0.940","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","26.000",""
"C0U720","2019-07-11 02:00:00","1260.000","104.000","1.900","20.600","0.990","884.500","-99.000","0.000","9.000","236.000","","25.100","","20.600",""
"C0X150","2019-07-11 02:00:00","18.000","152.000","1.300","25.700","1.000","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.400",""
"C0Z050","2019-07-11 02:00:00","830.000","0.000","0.000","23.100","0.910","919.800","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","20.900",""
"C0I490","2019-07-11 02:00:00","1601.000","40.000","0.800","17.400","0.990","840.900","-99.000","0.000","-99.000","-99.000","-99.000","17.800","","16.900",""
"C0X240","2019-07-11 02:00:00","394.000","153.000","1.200","23.600","0.950","965.400","-99.000","1.500","-99.000","-99.000","-99.000","24.600","","23.400",""
"C0S990","2019-07-11 02:00:00","409.000","245.000","4.100","25.200","0.850","963.200","-99.000","6.000","9.200","269.000","","25.900","","24.800",""
"C0E850","2019-07-11 02:00:00","104.000","238.000","2.000","29.800","0.630","993.700","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.700",""
"C0T9B0","2019-07-11 02:00:00","558.000","357.000","0.500","25.700","0.760","947.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.200",""
"C0G650","2019-07-11 02:00:00","34.000","183.000","0.600","26.700","0.990","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.800",""
"C0K580","2019-07-11 02:00:00","26.000","171.000","2.000","26.600","0.870","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.200",""
"C0X050","2019-07-11 02:00:00","25.000","150.000","2.200","25.100","0.960","1004.200","-99.000","1.000","-99.000","-99.000","-99.000","25.400","","24.900",""
"CM0100","2019-07-11 02:00:00","25.000","202.000","1.200","29.800","0.620","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","29.600",""
"C0AC70","2019-07-11 02:00:00","71.000","0.000","0.000","28.500","0.790","998.600","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.300",""
"CM0130","2019-07-11 02:00:00","11.000","117.000","3.300","25.900","0.860","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.900",""
"C0W110","2019-07-11 02:00:00","16.000","25.000","2.700","21.000","0.930","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0X120","2019-07-11 02:00:00","28.000","144.000","2.100","25.300","0.990","-99.000","-99.000","0.500","-99.000","-99.000","-99.000","25.500","","25.300",""
"C0C630","2019-07-11 02:00:00","209.000","0.000","0.200","27.200","0.820","983.200","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.500",""
"C0D550","2019-07-11 02:00:00","1956.000","0.000","0.200","16.900","0.940","809.400","-99.000","0.000","6.600","314.000","","16.900","","16.600",""
"C0T9E0","2019-07-11 02:00:00","415.000","0.000","0.000","24.200","0.890","963.000","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","24.100",""
"C0U960","2019-07-11 02:00:00","1885.000","0.000","0.100","15.400","0.940","812.800","-99.000","0.000","-99.000","-99.000","-99.000","16.100","","15.400",""
"C0R240","2019-07-11 02:00:00","87.000","123.000","0.800","24.800","0.990","998.800","-99.000","1.000","-99.000","-99.000","-99.000","24.800","","24.600",""
"C0AD30","2019-07-11 02:00:00","20.000","145.000","0.800","30.100","0.700","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","30.100",""
"C0D430","2019-07-11 02:00:00","87.000","0.000","0.000","25.600","0.920","995.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0X210","2019-07-11 02:00:00","38.000","180.000","1.800","25.500","0.940","1002.100","-99.000","1.000","-99.000","-99.000","-99.000","25.500","","25.200",""
"C0AH10","2019-07-11 02:00:00","30.000","153.000","1.800","28.900","0.800","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","28.800",""
"C0O960","2019-07-11 02:00:00","112.000","180.000","1.200","24.200","0.960","996.100","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","24.000",""
"C0R360","2019-07-11 02:00:00","20.000","238.000","2.500","28.100","-99.000","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.800",""
"C0H950","2019-07-11 02:00:00","192.000","0.000","0.000","24.600","0.990","987.200","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0A540","2019-07-11 02:00:00","401.000","0.000","0.000","23.200","0.990","959.100","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.200",""
"C0C690","2019-07-11 02:00:00","242.000","214.000","0.500","27.200","0.710","978.800","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.200",""
"C0V370","2019-07-11 02:00:00","74.000","219.000","0.600","23.700","1.000","1001.300","-99.000","1.000","-99.000","-99.000","-99.000","23.900","","23.700",""
"C0I110","2019-07-11 02:00:00","161.000","235.000","0.300","24.900","0.990","990.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.800",""
"C0M750","2019-07-11 02:00:00","10.000","163.000","4.100","26.400","0.880","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0U970","2019-07-11 02:00:00","7.000","234.000","0.800","28.500","0.780","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.400",""
"C0X300","2019-07-11 02:00:00","70.000","70.000","0.500","24.900","0.970","1000.000","-99.000","0.500","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0R480","2019-07-11 02:00:00","57.000","358.000","1.000","24.400","1.000","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0A9E0","2019-07-11 02:00:00","26.000","60.000","0.800","29.600","0.730","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","29.600",""
"C0R590","2019-07-11 02:00:00","72.000","344.000","0.400","24.200","0.990","1001.100","-99.000","2.500","-99.000","-99.000","-99.000","24.200","","23.800",""
"C0G820","2019-07-11 02:00:00","29.000","0.000","0.200","25.900","1.000","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0U600","2019-07-11 02:00:00","10.000","0.000","0.100","27.500","0.850","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.500",""
"C0U910","2019-07-11 02:00:00","17.000","289.000","0.800","28.600","0.740","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.600",""
"C0V630","2019-07-11 02:00:00","19.000","117.000","1.600","25.200","0.920","1008.600","-99.000","0.500","-99.000","-99.000","-99.000","25.200","","24.500",""
"C0D650","2019-07-11 02:00:00","97.000","209.000","1.700","29.100","0.690","995.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","29.100",""
"C0R380","2019-07-11 02:00:00","2.000","356.000","0.900","25.400","-99.000","1008.700","-99.000","2.500","-99.000","-99.000","-99.000","25.800","","25.200",""
"C0K510","2019-07-11 02:00:00","10.000","171.000","2.100","26.400","0.870","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0V360","2019-07-11 02:00:00","94.000","189.000","1.700","23.800","0.980","998.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.700",""
"C0M780","2019-07-11 02:00:00","30.000","170.000","2.500","26.400","0.880","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0G850","2019-07-11 02:00:00","62.000","175.000","2.300","28.700","1.000","999.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.400",""
"C0K530","2019-07-11 02:00:00","12.000","173.000","3.100","26.300","0.930","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0V750","2019-07-11 02:00:00","50.000","114.000","2.100","25.300","1.000","1004.200","-99.000","0.500","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0M830","2019-07-11 02:00:00","540.000","0.000","0.200","22.500","0.990","951.100","-99.000","1.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0T790","2019-07-11 02:00:00","2830.000","266.000","1.700","11.600","0.980","728.000","-99.000","0.000","-99.000","-99.000","-99.000","11.700","","11.500",""
"C0S730","2019-07-11 02:00:00","110.000","246.000","8.800","26.800","0.940","994.000","-99.000","0.000","19.100","247.000","","27.800","","26.800",""
"C0F0D0","2019-07-11 02:00:00","3171.000","148.000","4.900","10.200","1.000","698.800","-99.000","0.000","-99.000","-99.000","-99.000","10.200","","9.900",""
"C0F9X0","2019-07-11 02:00:00","166.000","206.000","2.900","25.300","0.950","990.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.300",""
"C0F9Q0","2019-07-11 02:00:00","149.000","145.000","1.800","27.700","0.810","989.500","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.600",""
"C0E780","2019-07-11 02:00:00","160.000","230.000","1.100","27.300","0.780","988.200","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.700",""
"C0SA80","2019-07-11 02:00:00","136.000","246.000","0.500","25.200","0.910","991.700","-99.000","4.500","-99.000","-99.000","-99.000","26.200","","24.900",""
"C0T960","2019-07-11 02:00:00","120.000","0.000","0.000","24.800","0.990","994.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0UA50","2019-07-11 02:00:00","808.000","317.000","1.600","22.300","0.990","920.500","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","22.100",""
"C0U860","2019-07-11 02:00:00","5.000","261.000","0.500","27.300","0.860","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.300",""
"C0F0C0","2019-07-11 02:00:00","983.000","179.000","2.200","20.800","0.990","901.200","-99.000","0.000","9.500","190.000","","21.100","","20.400",""
"C0D480","2019-07-11 02:00:00","223.000","0.000","0.000","24.400","0.940","980.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0K291","2019-07-11 02:00:00","8.000","166.000","1.800","26.700","0.880","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.600",""
"C0X170","2019-07-11 02:00:00","50.000","189.000","2.100","25.300","0.940","1002.700","-99.000","0.500","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0AH30","2019-07-11 02:00:00","755.000","124.000","3.200","23.000","1.000","924.200","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0R130","2019-07-11 02:00:00","1040.000","96.000","1.300","19.300","0.990","895.500","-99.000","1.000","-99.000","-99.000","-99.000","19.600","","18.600",""
"C0M790","2019-07-11 02:00:00","15.000","184.000","1.300","25.800","0.870","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"C0E530","2019-07-11 02:00:00","341.000","194.000","1.800","26.100","0.790","968.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.300",""
"C0I520","2019-07-11 02:00:00","3860.000","-99.000","-99.000","5.900","0.790","642.500","-99.000","-99.000","-99.000","-99.000","-99.000","6.400","","5.500",""
"C0C590","2019-07-11 02:00:00","72.000","224.000","1.300","27.600","0.780","997.500","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.600",""
"C0G780","2019-07-11 02:00:00","27.000","155.000","1.800","27.500","0.810","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.900",""
"C0V660","2019-07-11 02:00:00","25.000","103.000","1.500","24.800","0.980","1006.800","-99.000","0.500","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0F9R0","2019-07-11 02:00:00","20.000","186.000","1.600","27.900","1.000","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.800",""
"C0W130","2019-07-11 02:00:00","18.000","162.000","4.300","26.500","0.920","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0C700","2019-07-11 02:00:00","151.000","180.000","0.900","28.400","0.700","989.900","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.400",""
"C0R100","2019-07-11 02:00:00","1006.000","299.000","0.800","19.600","0.990","901.500","-99.000","0.500","-99.000","-99.000","-99.000","20.200","","19.600",""
"C0U990","2019-07-11 02:00:00","31.000","286.000","0.800","28.000","0.830","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","28.000",""
"C0D590","2019-07-11 02:00:00","143.000","222.000","2.700","27.800","0.770","990.900","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.700",""
"C0S790","2019-07-11 02:00:00","236.000","335.000","0.900","25.300","0.850","982.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.300",""
"C0A570","2019-07-11 02:00:00","360.000","0.000","0.000","23.600","1.000","968.100","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.600",""
"C0M800","2019-07-11 02:00:00","440.000","170.000","0.600","23.100","1.000","961.300","-99.000","0.500","-99.000","-99.000","-99.000","23.500","","23.100",""
"C0E870","2019-07-11 02:00:00","34.000","241.000","3.100","29.000","0.670","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.500",""
"C0V490","2019-07-11 02:00:00","20.000","0.000","0.200","25.300","0.990","-99.000","-99.000","15.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0M710","2019-07-11 02:00:00","15.000","151.000","6.400","26.800","0.860","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0D570","2019-07-11 02:00:00","15.000","205.000","1.000","28.800","0.740","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.500",""
"C0S910","2019-07-11 02:00:00","212.000","343.000","1.400","26.500","0.930","985.300","-99.000","0.000","13.000","269.000","","26.500","","25.600",""
"C0M650","2019-07-11 02:00:00","20.000","169.000","3.600","25.900","0.900","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.800",""
"C0K280","2019-07-11 02:00:00","23.000","193.000","3.400","26.100","0.910","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.900",""
